0.0, 0.38, 0.16, 0.15, 0.16, 0.15, 0.15, 0.15, 0.16, 0.15, 0.16, 0.15, 0.15, 0.15, 0.15, 0.15, 0.34, 0.15, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.13, 0.14, 0.13, 0.14, 0.14, 0.13, 0.14, 0.13
0.38, 0.0, 0.03, 0.03, 0.02, 0.02, 0.02, 0.03, 0.03, 0.03, 0.03, 0.03, 0.02, 0.03, 0.03, 0.03, 0.12, 0.03, 0.03, 0.03, 0.03, 0.04, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04, 0.03, 0.04, 0.03, 0.03
0.16, 0.03, 0.0, 0.03, 0.02, 0.03, 0.03, 0.03, 0.03, 0.03, 0.02, 0.02, 0.03, 0.02, 0.02, 0.03, 0.12, 0.03, 0.03, 0.03, 0.03, 0.04, 0.03, 0.03, 0.03, 0.04, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03
0.15, 0.03, 0.03, 0.0, 0.02, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.02, 0.03, 0.12, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03
0.16, 0.02, 0.02, 0.02, 0.0, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.02, 0.11, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03
0.15, 0.02, 0.03, 0.03, 0.03, 0.0, 0.03, 0.02, 0.03, 0.02, 0.02, 0.02, 0.03, 0.02, 0.02, 0.03, 0.12, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04, 0.03, 0.04
0.15, 0.02, 0.03, 0.03, 0.03, 0.03, 0.0, 0.02, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.02, 0.03, 0.11, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03
0.15, 0.03, 0.03, 0.03, 0.03, 0.02, 0.02, 0.0, 0.02, 0.03, 0.02, 0.02, 0.03, 0.02, 0.03, 0.03, 0.12, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03
0.16, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.02, 0.0, 0.03, 0.03, 0.02, 0.03, 0.02, 0.02, 0.02, 0.11, 0.03, 0.04, 0.04, 0.03, 0.04, 0.03, 0.03, 0.03, 0.04, 0.03, 0.03, 0.03, 0.04, 0.03, 0.04
0.15, 0.03, 0.03, 0.03, 0.03, 0.02, 0.03, 0.03, 0.03, 0.0, 0.03, 0.03, 0.03, 0.02, 0.02, 0.03, 0.12, 0.03, 0.03, 0.03, 0.03, 0.03, 0.04, 0.03, 0.03, 0.03, 0.04, 0.04, 0.03, 0.03, 0.03, 0.04
